tenure_years,department,role_level,overtime_hours_monthly,absence_rate,leave_utilization_rate,months_since_promotion,salary_percentile_in_dept,job_satisfaction,attrited
0.04,Marketing,2,2.4,0.1247,0.8389,34.8,95.9,4,0
0.33,Finance,2,15.2,0.0434,0.685,3.8,22.3,5,0
8.21,Finance,1,9.3,0.0534,0.7803,27.4,52.2,4,0
4.96,Operations,3,4.2,0.0883,0.4423,14.6,19.6,1,1
4.74,Finance,5,4.8,0.1234,0.5371,31.5,24.0,4,1
7.56,Marketing,3,20.3,0.1211,0.7131,18.2,60.9,2,1
4.24,Finance,2,2.8,0.0364,0.2834,23.8,11.5,5,1
13.26,Finance,2,21.1,0.0095,0.2125,5.7,14.9,3,1
8.24,Sales,4,6.4,0.0222,0.7642,12.8,24.3,5,0
1.11,Finance,2,6.8,0.0136,0.5283,21.1,50.8,2,0
1.44,Operations,2,10.1,0.0257,0.512,4.3,95.9,4,0
2.6,HR,3,1.8,0.0183,0.6999,4.9,68.1,4,0
1.08,Engineering,1,9.3,0.0199,0.5575,16.7,65.3,1,1
6.85,Finance,1,13.3,0.0684,0.806,12.0,37.0,3,1
0.68,Marketing,4,5.4,0.0122,0.6995,3.6,8.9,4,0
3.12,Operations,2,7.6,0.0745,0.7683,6.1,79.6,4,0
4.79,Finance,1,29.6,0.0345,0.5235,4.0,3.9,2,0
3.13,Marketing,1,14.4,0.0093,0.1909,51.8,73.9,1,1
1.03,Sales,5,3.5,0.0483,0.6721,16.5,36.3,2,1
2.4,HR,2,5.1,0.0194,0.4039,7.3,47.6,2,0
0.54,HR,2,6.2,0.1009,0.6386,9.3,52.0,4,0
2.55,Sales,1,15.0,0.0229,0.5366,19.6,24.6,1,1
2.83,Marketing,5,3.5,0.1175,0.5354,18.2,66.8,3,1
2.44,Operations,4,12.4,0.0573,0.8998,10.6,27.9,2,1
2.76,Sales,2,12.5,0.0534,0.6277,26.3,14.6,5,1
0.99,Engineering,1,8.0,0.0202,0.6093,7.0,36.0,3,1
11.82,Marketing,3,15.4,0.0533,0.7304,2.6,83.5,4,0
4.52,Operations,3,3.8,0.0403,0.7702,11.0,41.6,5,0
3.39,Operations,3,17.5,0.038,0.5564,17.1,96.3,4,0
3.79,Sales,5,1.4,0.0701,0.8795,45.4,3.7,2,1
1.67,Marketing,2,3.5,0.1407,0.9754,5.4,1.8,4,1
9.04,Marketing,1,1.4,0.0815,0.5622,13.5,89.6,5,0
0.53,Marketing,2,4.0,0.0403,0.9444,34.3,19.2,3,1
0.15,Marketing,3,12.7,0.0213,0.4435,11.8,21.6,5,1
3.89,Operations,1,10.4,0.037,0.3513,36.1,78.2,4,0
3.05,HR,1,9.3,0.1217,0.6596,15.3,18.1,4,0
1.38,Engineering,3,4.0,0.0222,0.8415,4.7,61.4,4,0
13.87,Sales,2,7.5,0.0511,0.8598,13.6,4.5,3,1
4.36,Operations,3,17.7,0.0351,0.8945,39.6,87.6,3,0
2.53,Operations,1,4.1,0.0335,0.4197,15.6,57.1,4,1
5.48,Engineering,1,4.3,0.0145,0.9032,27.4,44.9,5,0
0.62,HR,1,4.5,0.0328,0.8085,3.1,36.3,3,0
1.46,Sales,3,8.9,0.064,0.4142,2.2,31.3,4,1
0.78,Sales,3,11.9,0.0373,0.6966,0.4,26.4,4,0
0.82,Finance,2,13.9,0.0657,0.2938,60.0,97.5,2,1
5.28,Finance,2,6.2,0.043,0.3483,15.2,30.5,4,0
2.21,HR,1,5.8,0.0788,0.719,6.2,23.8,3,1
2.87,HR,3,4.9,0.0343,0.6182,0.0,45.8,3,0
1.3,Finance,5,11.3,0.0363,0.3999,11.9,25.7,3,0
0.46,Marketing,3,1.8,0.0533,0.4765,1.5,27.2,3,1
1.06,Engineering,1,6.9,0.0672,0.4681,4.7,26.5,3,1
1.09,Engineering,2,6.9,0.1906,0.6141,5.7,13.8,3,1
3.3,HR,1,12.6,0.0281,0.5902,7.2,88.7,4,0
4.56,HR,1,2.4,0.0663,0.7911,15.0,18.4,5,0
14.62,Operations,1,13.3,0.0613,0.7728,1.9,2.2,4,0
7.81,Operations,1,10.8,0.049,0.3688,1.2,77.8,4,0
15.99,Finance,1,25.2,0.0063,0.6875,5.9,45.2,4,0
5.41,Engineering,3,22.1,0.0296,0.8787,7.4,35.4,5,1
0.04,Engineering,1,16.8,0.0284,0.6648,12.6,53.3,4,1
0.41,HR,3,1.0,0.015,0.6398,4.9,55.7,1,1
3.17,Finance,4,2.7,0.0663,0.919,6.9,38.5,3,1
2.43,Finance,2,15.4,0.0847,0.4961,5.6,85.2,3,0
0.87,Engineering,2,6.8,0.0513,0.7211,0.4,84.3,5,0
0.91,Operations,3,22.1,0.0113,0.6252,32.0,36.5,4,1
4.73,HR,1,8.2,0.1375,0.4889,10.3,22.2,3,1
1.55,Finance,2,12.3,0.0428,0.7822,8.1,48.6,3,1
4.84,Engineering,2,11.7,0.0214,0.3776,7.4,15.6,5,0
4.35,Marketing,3,8.0,0.1053,0.5957,30.5,28.2,4,0
1.8,Finance,3,15.6,0.1324,0.5088,21.1,38.3,2,1
2.73,Sales,3,13.0,0.0394,0.5641,7.1,38.3,3,1
1.32,Sales,3,2.9,0.0132,0.8154,4.9,17.9,2,0
3.33,HR,2,30.9,0.0365,0.8118,3.8,50.9,5,0
9.19,Engineering,3,2.7,0.0618,0.5517,17.5,61.4,4,0
5.25,Operations,4,4.3,0.0712,0.7216,0.2,61.2,1,1
3.5,Marketing,2,12.2,0.0609,0.5692,5.5,80.2,3,0
4.85,Operations,5,10.6,0.0353,0.526,7.7,7.7,4,0
1.91,HR,4,13.8,0.0451,0.4927,9.3,15.7,4,0
1.89,Finance,2,6.6,0.0513,0.3678,36.2,43.7,2,1
0.52,HR,1,11.2,0.0217,0.2215,13.8,48.3,4,0
1.7,HR,1,4.5,0.0432,0.6922,37.1,20.5,2,1
2.77,Finance,3,8.2,0.0046,0.5192,1.1,29.9,5,1
1.5,HR,1,20.3,0.0653,0.9039,9.3,15.9,5,1
0.23,Marketing,2,2.7,0.0327,0.8232,28.1,54.3,3,0
0.16,Engineering,2,16.2,0.0435,0.3468,5.1,47.7,3,1
1.25,Sales,4,7.0,0.0449,0.5692,12.7,68.8,2,0
0.83,Operations,3,3.7,0.0437,0.4013,22.4,63.1,1,1
2.17,Operations,3,4.0,0.0185,0.752,7.5,27.1,4,0
3.2,Marketing,2,6.8,0.0237,0.8888,38.9,76.0,5,0
3.12,HR,1,16.8,0.0275,0.6809,15.0,15.2,3,0
0.73,HR,3,11.1,0.0359,0.9083,33.9,63.0,5,0
5.24,Engineering,1,2.4,0.0209,0.7828,0.9,62.0,5,0
8.34,Sales,2,15.7,0.0368,0.6193,11.7,23.5,4,0
3.32,Marketing,5,13.9,0.1001,0.6475,28.0,19.5,3,1
2.79,HR,2,1.4,0.058,0.3987,4.2,10.7,5,0
0.75,HR,2,3.6,0.0642,0.428,14.6,62.0,2,1
0.1,Engineering,3,18.0,0.0089,0.8003,5.5,36.4,5,0
4.71,HR,3,8.0,0.0041,0.6142,3.5,99.9,2,0
9.02,Marketing,2,15.6,0.0485,0.6936,2.9,63.5,3,0
10.53,Finance,2,0.7,0.0452,0.7932,42.0,1.0,2,0
0.19,Finance,1,0.3,0.0992,0.5731,47.4,37.4,3,0
3.89,Operations,2,12.8,0.0176,0.4168,3.6,1.4,4,1
2.2,Sales,1,4.9,0.0281,0.4038,5.9,62.7,3,0
0.07,Sales,2,13.3,0.0484,0.6667,24.0,91.8,4,0
1.78,Finance,3,15.7,0.0102,0.3353,1.7,74.5,3,0
0.99,HR,1,5.0,0.0272,0.38,20.9,26.5,4,1
2.61,Operations,2,7.5,0.035,0.484,60.0,17.9,4,0
3.92,Engineering,1,6.2,0.0338,0.6562,0.0,87.7,5,0
2.58,Engineering,1,4.9,0.0433,0.6176,51.1,11.9,5,0
3.3,HR,1,9.5,0.0228,0.2285,44.9,71.0,3,1
3.18,HR,1,14.6,0.0636,0.4422,2.0,24.4,3,1
0.0,Operations,5,4.3,0.0482,0.7075,22.5,30.2,1,1
11.87,HR,5,4.3,0.0182,0.8168,2.7,4.7,2,0
5.46,HR,3,5.0,0.0358,0.7582,3.3,17.0,3,0
0.1,Sales,2,12.2,0.0207,0.3349,7.8,3.9,5,0
0.88,HR,3,15.7,0.0088,0.6942,16.9,52.0,4,1
0.93,Finance,4,6.1,0.0413,0.7851,11.3,45.0,5,0
0.41,Finance,2,1.1,0.0478,0.2953,33.5,53.2,3,0
0.28,Finance,1,3.2,0.0941,0.7825,3.5,6.5,5,0
2.42,HR,3,5.8,0.0099,0.1544,1.5,80.6,4,0
0.41,Engineering,5,3.8,0.0417,0.7782,8.1,12.4,2,0
4.92,Engineering,1,2.4,0.0297,0.3753,4.1,83.2,3,0
2.44,Engineering,2,8.3,0.05,0.486,31.6,32.2,4,1
0.88,Finance,2,36.0,0.0643,0.4455,5.8,44.4,3,1
4.57,Operations,2,3.4,0.0848,0.6094,4.0,65.3,3,0
3.95,Operations,3,9.6,0.0818,0.5381,8.0,60.5,5,0
10.01,Sales,2,11.8,0.0193,0.856,1.9,56.6,3,0
0.61,Engineering,4,12.4,0.079,0.5089,0.4,40.0,3,1
0.51,Finance,3,7.6,0.1352,0.3527,7.8,48.0,3,1
0.56,Engineering,1,2.6,0.0398,0.5478,13.0,6.6,4,0
1.55,Finance,3,14.6,0.0397,0.5705,2.0,16.2,4,1
6.44,HR,3,1.7,0.0575,0.5121,1.9,73.3,5,0
11.14,Operations,2,7.0,0.0485,0.5854,1.2,67.2,4,0
3.17,Finance,2,6.5,0.0696,0.6124,12.9,33.7,5,0
5.84,Marketing,3,2.8,0.014,0.2513,12.5,79.2,4,0
14.58,HR,2,5.0,0.1756,0.9261,40.5,80.6,3,0
0.11,Operations,1,12.1,0.0279,0.9134,7.0,52.8,4,0
8.43,Finance,1,7.0,0.0882,0.8899,5.6,98.0,2,0
1.32,Finance,1,2.0,0.0221,0.5767,23.8,26.7,4,0
0.04,HR,3,13.4,0.1115,0.2791,1.8,29.5,3,1
1.74,HR,1,24.7,0.0702,0.8081,10.2,0.9,2,1
10.01,Operations,2,2.3,0.0936,0.5722,4.5,15.0,3,1
1.82,HR,2,7.5,0.0594,0.6302,19.0,81.8,4,0
2.48,Engineering,3,7.7,0.0408,0.8264,2.2,62.9,5,0
0.96,HR,2,2.2,0.1839,0.4428,12.4,19.0,4,1
0.01,HR,4,18.4,0.0498,0.8117,36.9,67.7,3,1
8.36,HR,4,7.9,0.0126,0.7022,25.8,16.4,5,0
3.0,Engineering,1,14.9,0.0849,0.8615,9.6,40.7,2,1
0.24,Engineering,3,10.0,0.0319,0.6338,34.9,99.8,1,1
3.49,Sales,1,17.9,0.0596,0.656,18.1,31.6,3,1
0.95,HR,3,9.9,0.0059,0.7862,60.0,67.9,1,0
0.2,Engineering,2,5.5,0.0561,0.8134,10.4,0.6,3,1
1.63,HR,1,11.5,0.0546,0.4764,49.8,30.0,2,1
6.19,Sales,1,3.9,0.0364,0.9027,9.6,30.6,2,0
7.31,Engineering,2,12.3,0.0142,0.393,23.0,83.8,2,0
4.34,Sales,3,3.4,0.0613,0.5853,28.6,17.0,2,1
3.65,Sales,3,7.3,0.0242,0.4271,27.1,32.2,4,0
0.9,Engineering,1,6.2,0.0462,0.6718,3.5,16.3,1,1
0.55,Marketing,1,9.4,0.0516,0.7207,27.1,47.6,4,0
5.87,Engineering,2,19.9,0.0481,0.8996,2.1,27.2,4,1
1.59,Finance,2,4.9,0.0473,0.5764,0.7,17.8,4,0
9.2,Finance,1,14.3,0.0492,0.7016,50.9,43.2,4,1
2.81,Marketing,1,18.3,0.0347,0.3466,39.5,47.3,3,1
4.46,Finance,4,14.0,0.0495,0.802,12.3,30.9,4,0
3.64,Finance,2,9.3,0.0898,0.4484,9.6,96.7,3,1
2.28,Marketing,3,9.0,0.0334,0.7232,11.7,14.6,2,1
0.04,Operations,2,4.6,0.0909,0.1404,40.1,71.4,4,0
0.5,Sales,2,1.7,0.039,0.8196,25.2,52.7,5,0
0.82,Marketing,2,8.1,0.0191,0.1744,23.1,38.5,3,0
0.25,HR,1,19.4,0.1072,0.5094,12.5,67.4,3,1
0.48,Engineering,1,21.3,0.0769,0.7943,0.8,15.4,2,1
2.83,Finance,5,2.1,0.0306,0.6839,28.7,93.0,1,0
3.16,Operations,4,20.8,0.0403,0.3715,8.4,83.3,5,0
4.3,Engineering,3,11.9,0.0335,0.8777,15.9,74.4,3,0
0.71,Engineering,1,10.9,0.0095,0.4952,10.3,95.8,5,0
5.49,Operations,1,19.3,0.1202,0.4079,60.0,94.1,5,1
0.81,Finance,1,15.7,0.073,0.879,15.8,20.2,3,1
0.07,Sales,4,3.3,0.0107,0.5128,20.8,88.7,3,0
1.73,Marketing,3,4.2,0.0975,0.4288,6.4,79.1,3,0
0.7,HR,2,1.5,0.0603,0.9009,10.6,43.4,4,0
3.12,Sales,5,10.6,0.0143,0.3364,5.9,53.1,2,0
8.91,Sales,1,3.7,0.0505,0.2448,6.7,56.2,3,0
2.01,Finance,2,5.4,0.0345,0.4694,12.3,51.8,3,1
8.69,Engineering,1,17.8,0.0409,0.8131,23.4,42.4,3,1
1.63,HR,1,11.6,0.0215,0.7161,6.1,62.2,1,1
0.09,Sales,4,11.8,0.0163,0.8329,1.2,82.4,4,0
8.37,Engineering,4,30.5,0.0579,0.9714,31.8,95.3,1,1
2.23,Marketing,1,0.2,0.068,0.7023,0.8,66.6,4,0
6.77,Engineering,1,3.9,0.0359,0.6288,1.8,94.7,3,0
0.82,Operations,2,6.2,0.1894,0.4329,6.3,96.3,4,1
2.77,Engineering,1,4.1,0.0564,0.7695,6.1,65.0,2,0
0.29,HR,2,14.8,0.1232,0.9053,4.8,28.3,4,1
3.26,Engineering,2,6.8,0.0185,0.9623,0.5,51.9,2,0
1.75,HR,1,3.0,0.0197,0.7675,6.3,90.4,4,0
5.75,Finance,1,9.9,0.0385,0.6686,10.5,12.7,3,1
3.28,Engineering,1,11.2,0.0555,0.6756,5.5,74.2,4,0
3.42,Finance,4,3.2,0.0569,0.516,6.8,94.6,1,0
1.56,Marketing,2,7.1,0.0925,0.5654,11.8,71.8,5,0
3.69,HR,2,11.4,0.0057,0.8586,12.2,94.8,3,0
4.79,Engineering,1,18.5,0.0566,0.2026,23.0,72.2,4,1
2.61,Marketing,3,4.5,0.19,0.4227,17.3,98.6,3,0
6.17,Sales,1,12.3,0.0077,0.7227,13.7,96.1,4,0
0.92,Engineering,1,5.1,0.0568,0.4257,51.1,62.8,5,0
2.41,HR,3,8.6,0.039,0.4581,9.2,60.0,5,0
3.39,Sales,3,3.5,0.0249,0.6836,60.0,89.7,4,0
1.5,Engineering,1,12.0,0.0081,0.6064,23.3,77.0,3,0
0.78,Marketing,2,16.4,0.1019,0.5463,17.4,59.8,2,1
0.35,Finance,5,7.3,0.0218,0.5459,2.7,71.4,3,1
3.05,Operations,1,6.6,0.0131,0.5932,8.0,7.1,4,0
0.96,HR,1,6.1,0.0248,0.6515,44.9,95.5,3,1
0.22,HR,2,2.7,0.0188,0.6495,7.9,42.5,3,0
2.9,Operations,1,13.7,0.0106,0.5803,7.9,9.0,3,0
0.38,Engineering,2,18.1,0.0418,0.696,20.1,37.9,3,1
7.27,HR,3,4.3,0.0971,0.6725,9.6,51.4,4,0
0.3,Marketing,2,9.5,0.0586,0.5464,32.7,99.7,4,1
4.76,Sales,2,11.8,0.021,0.5736,6.7,60.0,3,0
3.48,Operations,2,5.0,0.0398,0.9738,4.6,4.5,3,0
0.18,Sales,3,21.2,0.0421,0.8726,9.2,7.2,5,1
1.52,HR,1,9.6,0.036,0.7775,12.2,40.8,2,0
5.92,Operations,1,2.1,0.0152,0.6872,32.4,86.4,4,0
0.57,Sales,3,17.0,0.0313,0.5262,9.9,36.0,4,1
2.16,Operations,1,7.5,0.0345,0.6242,3.5,98.4,3,0
5.99,Engineering,1,5.7,0.0281,0.0654,26.1,1.4,5,0
0.65,Sales,1,13.0,0.0859,0.3335,4.3,54.7,1,1
0.98,Finance,3,5.1,0.0608,0.221,60.0,97.7,5,0
0.37,Finance,1,20.3,0.1048,0.6867,40.4,48.3,3,1
8.28,Operations,3,17.4,0.1071,0.9302,57.2,50.8,5,1
0.32,Operations,3,22.2,0.0455,0.6609,45.9,31.9,3,1
10.34,Marketing,2,29.4,0.02,0.9495,15.2,80.0,2,0
1.69,Finance,1,11.6,0.0085,0.9283,13.8,93.0,4,0
5.34,Sales,3,8.1,0.0255,0.3423,14.4,42.7,5,0
4.64,Marketing,1,5.0,0.0316,0.7233,1.5,91.3,2,0
3.25,Finance,4,12.5,0.0443,0.8259,3.7,14.0,5,0
1.91,Engineering,3,28.9,0.0464,0.5062,7.4,67.5,4,1
3.09,Marketing,1,2.7,0.0202,0.5405,27.6,30.7,5,0
1.28,HR,3,10.2,0.025,0.7554,2.1,10.6,5,0
3.65,HR,2,2.1,0.0451,0.1712,15.7,61.7,2,0
0.02,HR,2,2.0,0.003,0.7403,19.8,54.3,3,0
0.23,Marketing,2,18.5,0.0069,0.482,19.9,56.7,4,0
0.37,Sales,2,16.6,0.121,0.5848,20.8,73.8,5,1
0.6,HR,3,4.8,0.003,0.4994,32.2,47.6,3,1
0.92,Engineering,4,3.2,0.0341,0.7115,6.6,38.1,5,0
6.01,HR,1,22.8,0.0025,0.7075,0.1,74.1,1,0
12.46,Engineering,2,3.4,0.0084,0.7377,17.3,72.3,4,0
0.69,Finance,3,2.5,0.0163,0.3533,31.6,52.7,4,0
0.23,Operations,3,3.5,0.0017,0.3331,3.5,62.0,4,0
0.77,HR,2,11.0,0.0176,0.5822,4.2,50.9,1,1
3.98,Operations,2,32.1,0.0638,0.4232,50.1,62.6,3,1
5.95,Operations,3,5.0,0.045,0.67,37.2,40.0,2,1
1.76,Engineering,1,18.4,0.034,0.8248,22.0,81.4,4,0
1.63,Finance,1,8.9,0.0149,0.0954,19.7,70.7,3,0
3.02,Finance,2,1.1,0.1019,0.5984,24.2,71.3,5,0
4.23,HR,1,5.2,0.0595,0.3762,32.9,98.1,1,1
2.68,Marketing,1,16.7,0.0249,0.6114,6.6,50.4,3,0
0.1,HR,1,16.1,0.0437,0.506,17.3,95.0,5,0
13.11,Engineering,3,4.6,0.0559,0.7286,0.9,39.6,4,0
1.68,Finance,5,13.7,0.0185,0.7849,3.1,91.0,2,0
2.07,Sales,2,7.4,0.007,0.3722,0.7,56.6,5,0
0.31,HR,1,10.7,0.0178,0.7141,5.6,57.0,3,0
0.2,Finance,3,19.1,0.1254,0.5163,60.0,87.5,4,1
0.23,Marketing,1,4.7,0.0288,0.0476,10.9,95.4,4,0
2.49,Sales,5,6.0,0.02,0.8956,7.4,20.0,2,1
0.21,HR,2,19.3,0.0232,0.3297,4.0,13.0,4,0
10.53,Engineering,1,29.9,0.021,0.6357,6.3,77.7,4,0
2.18,HR,2,15.3,0.0264,0.33,6.8,35.8,4,1
2.12,Finance,1,10.2,0.0104,0.6284,12.6,13.8,4,0
6.25,Finance,3,15.2,0.1047,0.345,2.1,23.1,2,1
2.07,Sales,1,5.2,0.0164,0.9723,21.2,34.9,2,0
0.72,Engineering,4,8.5,0.0294,0.7246,49.9,77.3,2,1
3.66,Finance,3,1.9,0.0113,0.4219,7.7,7.4,3,0
0.12,Finance,4,5.3,0.0117,0.566,16.5,50.7,3,0
0.42,Engineering,4,11.2,0.0205,0.7528,32.4,1.8,3,1
2.95,Finance,1,9.5,0.202,0.7258,10.7,69.9,5,0
0.06,Engineering,2,0.7,0.0233,0.4662,36.5,96.3,1,0
2.65,HR,3,6.7,0.011,0.4331,24.3,35.7,5,0
6.71,Finance,2,9.3,0.0691,0.6267,19.8,92.3,3,0
14.93,Marketing,1,9.6,0.0677,0.2726,33.6,88.5,4,0
5.06,Marketing,1,2.4,0.059,0.7705,14.3,34.8,3,0
0.75,Marketing,1,13.9,0.0129,0.8129,17.3,20.8,5,0
1.4,Sales,4,27.1,0.0147,0.862,20.1,33.0,1,1
1.06,Operations,2,15.1,0.0733,0.4159,2.2,91.6,3,1
1.14,HR,3,8.5,0.0859,0.9238,18.0,42.6,5,0
3.77,HR,5,23.1,0.0101,0.1917,15.2,49.8,3,1
6.35,Marketing,1,5.2,0.0079,0.5923,44.9,14.6,3,1
1.48,Sales,3,12.6,0.0466,0.4621,12.0,22.8,3,0
0.04,Engineering,1,7.8,0.0192,0.9047,24.8,92.6,2,0
1.12,Marketing,1,23.3,0.0549,0.571,1.3,91.4,3,0
2.48,Finance,1,3.6,0.0471,0.5493,19.5,29.6,3,1
0.83,Finance,1,3.6,0.0684,0.5205,12.9,70.0,3,0
1.49,Engineering,2,19.6,0.0345,0.361,11.6,68.7,1,0
5.9,Finance,2,12.0,0.0494,0.5825,14.9,42.2,4,1
0.96,Sales,1,20.7,0.0446,0.566,17.8,71.4,4,1
2.18,Finance,1,3.9,0.0446,0.1779,42.9,89.5,4,0
2.41,Finance,3,4.6,0.03,0.7432,41.7,77.5,2,0
6.25,Marketing,1,10.5,0.0163,0.2471,18.4,55.1,4,0
1.68,Operations,3,2.0,0.0512,0.7929,1.4,63.5,5,0
2.79,Sales,4,10.0,0.0946,0.3497,41.1,83.8,5,0
1.39,Engineering,3,5.9,0.0288,0.4118,2.3,75.0,5,0
1.51,Finance,2,7.8,0.0594,0.2773,60.0,93.9,2,1
15.78,Operations,3,13.8,0.0646,0.5342,0.2,84.0,5,0
2.29,Engineering,3,14.3,0.0286,0.3475,1.6,5.7,3,1
12.83,HR,4,26.2,0.0639,0.7485,1.5,71.7,1,1
1.94,HR,5,17.6,0.0218,0.9295,0.8,13.4,3,1
0.17,Sales,2,1.1,0.0374,0.6737,4.0,83.4,3,0
0.35,Finance,2,3.9,0.0741,0.3058,9.4,10.0,4,0
0.13,Sales,3,4.2,0.0231,0.7506,8.3,28.8,5,0
3.51,HR,1,16.4,0.0515,0.4456,2.5,31.5,4,0
2.77,Operations,2,23.8,0.0448,0.8136,12.8,93.3,4,0
0.82,HR,3,2.7,0.0234,0.6757,39.0,98.8,2,0
4.27,Engineering,3,16.7,0.0178,0.7125,0.5,53.9,4,0
5.58,Operations,2,8.5,0.0359,0.8653,20.6,52.2,3,1
2.76,Sales,1,7.6,0.0206,0.4993,7.1,54.0,3,0
1.87,Marketing,1,5.1,0.0598,0.2782,16.0,64.0,3,0
1.39,Marketing,2,6.8,0.0115,0.5797,3.2,6.9,5,0
0.79,Finance,4,10.0,0.052,0.7508,33.8,29.6,2,1
2.27,Engineering,4,5.6,0.0119,0.5074,15.5,61.2,5,0
3.18,Operations,2,11.5,0.0065,0.6664,5.7,23.5,3,0
2.19,Marketing,1,7.7,0.0687,0.6215,40.4,60.9,1,0
2.48,HR,3,7.0,0.0082,0.6761,6.0,90.1,4,0
12.0,Operations,3,13.1,0.1742,0.3099,32.7,76.8,4,1
9.25,Marketing,2,10.7,0.0344,0.8745,22.6,53.4,5,0
1.69,Marketing,2,0.7,0.0632,0.8134,16.6,27.9,3,0
1.01,Sales,1,11.9,0.063,0.9458,42.2,41.2,1,1
20.0,Finance,3,10.3,0.0432,0.7291,42.4,8.6,3,0
0.41,Sales,2,18.4,0.0075,0.7623,50.0,14.5,3,1
3.95,Engineering,2,10.6,0.0126,0.4641,8.5,99.9,4,0
5.9,HR,4,6.5,0.0818,0.4844,9.9,91.7,4,0
0.07,Engineering,3,4.9,0.0543,0.6902,9.7,61.8,3,0
10.14,Engineering,4,1.7,0.1354,0.5954,36.9,62.9,5,0
2.05,Marketing,2,8.4,0.037,0.501,44.4,28.1,2,0
3.71,Finance,2,4.2,0.0794,0.4457,20.1,39.1,2,0
0.59,HR,4,20.3,0.0408,0.2038,14.7,20.5,3,1
10.82,Sales,5,8.7,0.0456,0.643,19.9,95.0,4,0
5.89,Marketing,5,3.2,0.0789,0.73,8.8,81.5,4,0
3.43,Finance,3,1.2,0.0117,0.5261,30.6,29.4,4,0
1.26,Finance,2,1.8,0.0634,0.5616,34.7,36.3,1,1
3.77,Sales,1,11.2,0.0507,0.6471,37.3,1.1,5,1
4.3,Engineering,2,21.9,0.025,0.8882,7.2,26.8,1,1
12.65,Engineering,4,12.9,0.0181,0.3682,46.5,26.5,4,1
0.45,Engineering,2,7.8,0.0199,0.9395,24.1,15.4,4,1
2.12,Operations,3,30.3,0.1227,0.3087,19.1,91.5,2,1
0.88,HR,4,15.0,0.0341,0.745,6.5,2.3,3,1
1.12,Finance,5,10.7,0.079,0.5764,1.1,56.1,3,0
9.71,Operations,4,6.4,0.0312,0.5856,9.3,41.7,1,0
0.37,Operations,2,22.7,0.0397,0.3336,18.9,40.0,3,1
5.55,Sales,2,6.9,0.0197,0.8132,5.3,15.1,3,1
11.45,HR,5,4.2,0.0349,0.8102,24.3,79.3,3,0
0.08,HR,1,8.1,0.0338,0.4494,19.8,32.4,3,1
0.95,Engineering,1,9.3,0.0775,0.8521,9.8,68.4,5,1
1.47,Marketing,5,15.9,0.0321,0.5718,19.3,31.6,5,0
0.43,Finance,3,4.1,0.1119,0.7571,38.1,90.8,4,0
0.26,HR,2,4.8,0.0491,0.5391,10.7,22.7,5,0
0.95,Finance,1,5.1,0.0786,0.2877,6.5,83.2,3,0
0.68,Marketing,2,7.7,0.1058,0.1029,21.9,74.4,3,0
3.9,Engineering,4,3.3,0.0335,0.734,1.1,87.0,3,0
3.88,Finance,2,20.2,0.1372,0.2437,16.9,98.7,4,0
4.07,Operations,2,1.8,0.0715,0.6322,21.5,57.8,4,1
9.61,Marketing,2,23.1,0.0303,0.5965,24.2,73.0,4,1
0.3,Finance,4,14.8,0.0639,0.6295,40.4,57.1,2,1
2.33,Engineering,4,3.9,0.1141,0.6292,45.6,89.4,2,1
2.08,Marketing,2,7.2,0.0716,0.4445,13.5,61.7,3,0
10.0,Marketing,2,4.5,0.0423,0.6306,13.3,84.6,3,0
0.8,HR,1,15.0,0.0464,0.3737,4.5,26.5,3,1
4.77,Finance,2,21.5,0.0592,0.9206,8.8,4.5,4,1
0.69,Finance,1,48.8,0.0736,0.7618,14.8,9.9,4,1
0.3,Engineering,2,12.3,0.0432,0.2507,7.6,65.3,3,0
3.32,Sales,2,1.8,0.0737,0.2885,1.3,83.5,4,0
3.26,Marketing,1,3.6,0.0563,0.6565,6.1,24.2,3,0
11.09,Operations,1,11.9,0.1004,0.6427,16.6,59.0,1,1
0.38,Sales,1,7.5,0.072,0.4842,4.4,52.5,4,0
1.52,HR,1,14.6,0.0901,0.7818,24.4,65.9,4,0
8.37,Operations,3,10.8,0.0307,0.8498,21.5,23.0,4,1
3.0,Engineering,1,4.0,0.0471,0.8047,5.6,22.2,2,1
5.02,Sales,1,6.6,0.029,0.576,0.3,78.0,3,0
0.38,Engineering,5,15.1,0.0028,0.4948,12.2,4.9,4,1
0.07,Sales,1,11.3,0.0527,0.5814,4.0,69.4,1,0
2.3,Finance,4,14.8,0.0197,0.8658,33.2,7.2,5,1
1.27,HR,2,2.6,0.0402,0.7572,17.3,10.3,1,1
3.81,Operations,3,4.2,0.043,0.3195,5.2,24.3,2,1
5.69,Operations,2,19.2,0.0659,0.6737,31.2,34.1,4,1
8.7,Operations,1,2.7,0.0125,0.6733,15.7,98.7,3,0
8.98,Marketing,3,14.1,0.0312,0.3763,48.5,45.6,4,1
4.21,Marketing,3,2.4,0.0246,0.8971,6.1,42.9,3,0
0.32,Finance,1,9.2,0.0143,0.7419,3.7,77.1,5,0
1.33,Operations,3,5.8,0.063,0.6951,0.3,27.0,5,0
2.76,Engineering,2,3.9,0.0369,0.5025,14.7,59.7,4,1
9.81,Marketing,4,9.8,0.1277,0.6335,22.8,70.0,4,0
0.05,Engineering,3,18.5,0.0364,0.4507,3.6,85.6,3,1
